./ib_dataset/needle_10.mp4,IDENTIFIED
./ib_dataset/needle_11.mp4,IDENTIFIED
./ib_dataset/needle_12.mp4,DETECTED
./ib_dataset/needle_13.mp4,NEUTRAL
./ib_dataset/needle_14.mp4,IDENTIFIED
./ib_dataset/needle_15.mp4,IDENTIFIED
./ib_dataset/needle_16.mp4,NEUTRAL
./ib_dataset/needle_17.mp4,IDENTIFIED
./ib_dataset/needle_18.mp4,DETECTED
./ib_dataset/needle_19.mp4,DETECTED
./ib_dataset/needle_1.mp4,IDENTIFIED
./ib_dataset/needle_20.mp4,NEUTRAL
./ib_dataset/needle_21.mp4,DETECTED
./ib_dataset/needle_22.mp4,IDENTIFIED
./ib_dataset/needle_23.mp4,IDENTIFIED
./ib_dataset/needle_24.mp4,NEUTRAL
./ib_dataset/needle_25.mp4,NEUTRAL
./ib_dataset/needle_26.mp4,DETECTED
./ib_dataset/needle_27.mp4,DETECTED
./ib_dataset/needle_28.mp4,NEUTRAL
./ib_dataset/needle_29.mp4,NEUTRAL
./ib_dataset/needle_2.mp4,IDENTIFIED
./ib_dataset/needle_30.mp4,NEUTRAL
./ib_dataset/needle_3.mp4,DETECTED
./ib_dataset/needle_4.mp4,IDENTIFIED
./ib_dataset/needle_5.mp4,IDENTIFIED
./ib_dataset/needle_6.mp4,IDENTIFIED
./ib_dataset/needle_7.mp4,IDENTIFIED
./ib_dataset/needle_8.mp4,NEUTRAL
./ib_dataset/needle_9.mp4,NEUTRAL
./ib_dataset/needle_scrambled_10.mp4,DETECTED
./ib_dataset/needle_scrambled_11.mp4,NEUTRAL
./ib_dataset/needle_scrambled_12.mp4,DETECTED
./ib_dataset/needle_scrambled_13.mp4,NEUTRAL
./ib_dataset/needle_scrambled_14.mp4,DETECTED
./ib_dataset/needle_scrambled_15.mp4,NEUTRAL
./ib_dataset/needle_scrambled_16.mp4,DETECTED
./ib_dataset/needle_scrambled_17.mp4,IDENTIFIED
./ib_dataset/needle_scrambled_18.mp4,NEUTRAL
./ib_dataset/needle_scrambled_19.mp4,NEUTRAL
./ib_dataset/needle_scrambled_1.mp4,DETECTED
./ib_dataset/needle_scrambled_20.mp4,NEUTRAL
./ib_dataset/needle_scrambled_21.mp4,NEUTRAL
./ib_dataset/needle_scrambled_22.mp4,IDENTIFIED
./ib_dataset/needle_scrambled_23.mp4,DETECTED
./ib_dataset/needle_scrambled_24.mp4,NEUTRAL
./ib_dataset/needle_scrambled_25.mp4,DETECTED
./ib_dataset/needle_scrambled_26.mp4,DETECTED
./ib_dataset/needle_scrambled_27.mp4,DETECTED
./ib_dataset/needle_scrambled_28.mp4,IDENTIFIED
./ib_dataset/needle_scrambled_29.mp4,NEUTRAL
./ib_dataset/needle_scrambled_2.mp4,DETECTED
./ib_dataset/needle_scrambled_30.mp4,DETECTED
./ib_dataset/needle_scrambled_3.mp4,NEUTRAL
./ib_dataset/needle_scrambled_4.mp4,IDENTIFIED
./ib_dataset/needle_scrambled_5.mp4,DETECTED
./ib_dataset/needle_scrambled_6.mp4,NEUTRAL
./ib_dataset/needle_scrambled_7.mp4,DETECTED
./ib_dataset/needle_scrambled_8.mp4,NEUTRAL
./ib_dataset/needle_scrambled_9.mp4,NEUTRAL
./ib_dataset/spider_10.mp4,IDENTIFIED
./ib_dataset/spider_11.mp4,DETECTED
./ib_dataset/spider_12.mp4,NEUTRAL
./ib_dataset/spider_13.mp4,IDENTIFIED
./ib_dataset/spider_14.mp4,DETECTED
./ib_dataset/spider_15.mp4,IDENTIFIED
./ib_dataset/spider_16.mp4,IDENTIFIED
./ib_dataset/spider_17.mp4,IDENTIFIED
./ib_dataset/spider_18.mp4,IDENTIFIED
./ib_dataset/spider_19.mp4,NEUTRAL
./ib_dataset/spider_1.mp4,DETECTED
./ib_dataset/spider_20.mp4,IDENTIFIED
./ib_dataset/spider_21.mp4,DETECTED
./ib_dataset/spider_22.mp4,IDENTIFIED
./ib_dataset/spider_23.mp4,DETECTED
./ib_dataset/spider_24.mp4,NEUTRAL
